projectName,status,possessionDate,fullAddress,pincode,type,carpetArea,price,bathrooms,balcony,listingType,furnishedType,projectCategory,projectType,propertyCategory,landmark,cityId,localityId,subLocalityId,propertyImages,floorPlanImage
Glory,UNDER_CONSTRUCTION,," Kate Wasti Rd, Kate Wasti, Punawale, Pimpri-Chinchwad, Dattwadi, Maharashtra 411033",411033,2BHK,835.0,67000000,0,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL, Sarai Sport Acadamy,cmf6nu3ru000gvcxspxarll3v,cmfcfnqp6007zvca0dcgj52pp,cmfcfoprz0081vca0fus0zwq5,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263441-db4005e8699b54f5.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263429-b34f6e00dad04cee.jpg
Glory,UNDER_CONSTRUCTION,," Kate Wasti Rd, Kate Wasti, Punawale, Pimpri-Chinchwad, Dattwadi, Maharashtra 411033",411033,3BHK,1064.0,86000000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL, Sarai Sport Acadamy,cmf6nu3ru000gvcxspxarll3v,cmfcfnqp6007zvca0dcgj52pp,cmfcfoprz0081vca0fus0zwq5,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263443-efccc3b7b11a9cf6.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263442-37973fcf73632905.jpg
Glory,UNDER_CONSTRUCTION,," Kate Wasti Rd, Kate Wasti, Punawale, Pimpri-Chinchwad, Dattwadi, Maharashtra 411033",411033,3BHK,1185.0,96000000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL, Sarai Sport Acadamy,cmf6nu3ru000gvcxspxarll3v,cmfcfnqp6007zvca0dcgj52pp,cmfcfoprz0081vca0fus0zwq5,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263445-61ad0a336e5cd7e8.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263444-42b0f4d7ba7315d4.jpg
Antriksh,UNDER_CONSTRUCTION,,"CTS NO 391, Station Rd, opp. Zilla Parishad, Mangalwar Peth, Somwar Peth, Pune, Maharashtra 411011",411011,1BHK,269.1,5649000,1,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Station Road Saraswat Colony,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991482-830ba2f79d951b2a.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991474-f7da47510a2039a9.jpeg
Antriksh,UNDER_CONSTRUCTION,,"CTS NO 391, Station Rd, opp. Zilla Parishad, Mangalwar Peth, Somwar Peth, Pune, Maharashtra 411011",411011,2BHK,685.0,14300000,2,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Station Road Saraswat Colony,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991494-9ac904a02c4e153c.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991488-c0b949b98960c0ed.jpg
Antriksh,UNDER_CONSTRUCTION,,"CTS NO 391, Station Rd, opp. Zilla Parishad, Mangalwar Peth, Somwar Peth, Pune, Maharashtra 411011",411011,2BHK,900.0,18900000,2,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Station Road Saraswat Colony,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,[],
Antriksh,UNDER_CONSTRUCTION,,"CTS NO 391, Station Rd, opp. Zilla Parishad, Mangalwar Peth, Somwar Peth, Pune, Maharashtra 411011",411011,3BHK,1095.0,22900000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Station Road Saraswat Colony,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991505-2373b8e162de669f.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991499-74fa17a4c97985e2.jpg
16 Lakaki,UNDER_CONSTRUCTION,,"1102/A/48, Lakaki Rd, Model Colony, Shivajinagar, Pune, Maharashtra 411016",411016,4.5BHK,2650.0,55800000,4,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Model Colony,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757488967185-54cee65e85919c06.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757488967184-719e10b6efff3546.jpg
Dinmanee ,UNDER_CONSTRUCTION,,"Dinmanee, Squadron Leader Sureshchandra Bhagwat Rd, Model Colony, Shivajinagar, Pune, Maharashtra 411016",411016,3BHK,1065.0,25400000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Bharat English School & jr. College,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757495874342-f91c6d45130b2367.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757495874341-877b209a8dd708f2.jpg
Zoa Building - 2 Wing A,UNDER_CONSTRUCTION,,"Sr.no.36 Zoa, keshav nagar,Neatr renuka mata Temple Mundhwa, pune 411036",411036,1BHK,450.0,7499000,1,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Renuka mata mandir,cmf6nu3ru000gvcxspxarll3v,cmf6pwxtd003gvcxszmny2jn7,cmfds8hud0030vc90h37juexd,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751961-e4b9f6b35ff84fc4.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751961-62a4a746ffb7d92a.jpeg
Zoa Building - 2 Wing A,UNDER_CONSTRUCTION,,"Sr.no.36 Zoa, keshav nagar,Neatr renuka mata Temple Mundhwa, pune 411036",411036,2BHK,850.0,14100000,2,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Renuka mata mandir,cmf6nu3ru000gvcxspxarll3v,cmf6pwxtd003gvcxszmny2jn7,cmfds8hud0030vc90h37juexd,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751962-181b9fb00f69e030.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751962-8264b2f46aeac8b4.jpg
Leela by Empyrean Landmarks - Phase 1 & 2,UNDER_CONSTRUCTION,,"Survey no. 18-19, plot no. p7, river road, Thite Nagar, Kharadi, Pune, Maharashtra 411014",411014,2BHK,774.0,13600000,2,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Shri Kshetra Kalbhairavnath Temple,cmf6nu3ru000gvcxspxarll3v,cmf6pxwqh003jvcxs9xzbgo7z,cmfdt1o8c003zvc90uqngk7v6,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882366-5ff9be2083ac3230.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882365-234e90325d589de6.jpg
Leela by Empyrean Landmarks - Phase 1 & 2,UNDER_CONSTRUCTION,,"Survey no. 18-19, plot no. p7, river road, Thite Nagar, Kharadi, Pune, Maharashtra 411014",411014,3BHK,1044.0,13900000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Shri Kshetra Kalbhairavnath Temple,cmf6nu3ru000gvcxspxarll3v,cmf6pxwqh003jvcxs9xzbgo7z,cmfdt1o8c003zvc90uqngk7v6,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882368-39d519773fe47182.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882367-f956a3cf2e42cc2e.jpg
Midori Towers,UNDER_CONSTRUCTION,,"Sai Nagar, Mamurdi, Dehu Road, Maharashtra 412101",412101,2BHK,912.0,66800000,2,1.0,Sell,UNFURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,Sai nagar Rd,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757502445783-07ddd86f8b94a188.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757502445782-c4d339912dac6059.jpg
Kedar Residency,READY_TO_MOVE,,"MP78+P45, St Tukaram Nagar, Mamurdi, Dehu Road, Maharashtra 412101",412101,1BHK,497.0,30400000,1,1.0,Sell,FURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL, Maharashtra Cricket Association Stadium,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674367-357debf889702320.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674362-a03f1a776276e18c.jpg
Kedar Residency,READY_TO_MOVE,,"MP78+P45, St Tukaram Nagar, Mamurdi, Dehu Road, Maharashtra 412101",412101,2BHK,805.0,49000000,0,0.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL, Maharashtra Cricket Association Stadium,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674385-88d968255a68bec4.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674380-a846f28fd0ac4508.jpg
Sonai Clara,UNDER_CONSTRUCTION,,"BRT Link Rd, Ravet, Pimpri-Chinchwad, Maharashtra 412101",412099,2BHK,719.0,7916000,2,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Chandraprabha corner,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdxt4wr006pvc90zvflron5,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025374-6b9222f0e2694408.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025374-12d089344fa03c16.jpg
Sonai Clara,UNDER_CONSTRUCTION,,"BRT Link Rd, Ravet, Pimpri-Chinchwad, Maharashtra 412101",412099,2BHK,714.0,7624000,8,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Chandraprabha corner,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdxt4wr006pvc90zvflron5,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-b7d209814ec2b899.jpg"",""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757573877398-e4d685da0a0dfae1.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-8c1c881fc556c580.jpg
Sonai Clara,UNDER_CONSTRUCTION,,"BRT Link Rd, Ravet, Pimpri-Chinchwad, Maharashtra 412101",412099,3BHK,954.0,9900000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Chandraprabha corner,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdxt4wr006pvc90zvflron5,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025385-aedb0110dffa5f27.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-6d208dc15b1ffe3b.jpg
Sonai Clara,UNDER_CONSTRUCTION,,"BRT Link Rd, Ravet, Pimpri-Chinchwad, Maharashtra 412101",412099,3BHK,973.0,11000000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Chandraprabha corner,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdxt4wr006pvc90zvflron5,[],https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025386-cd046b94df0f53d9.jpg
Santiago Skytown,UNDER_CONSTRUCTION,,"Santiago sky town, MP9R+2JG, Ravet Rd, Vikas Nagar, Ravet, Pimpri-Chinchwad, Dehu Road, Maharashtra 412101",412101,2BHK,767.0,784300000,2,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Police Station,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdyubxb0086vc90glhoi1tr,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-f415324344fe391c.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-94d95f7bbb80de8a.jpg
Santiago Skytown,UNDER_CONSTRUCTION,,"Santiago sky town, MP9R+2JG, Ravet Rd, Vikas Nagar, Ravet, Pimpri-Chinchwad, Dehu Road, Maharashtra 412101",412101,2BHK,786.0,8037000,2,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Police Station,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdyubxb0086vc90glhoi1tr,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627515-f85803015d61e3d3.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-b25862c0a7c41854.jpg
Santiago Skytown,UNDER_CONSTRUCTION,,"Santiago sky town, MP9R+2JG, Ravet Rd, Vikas Nagar, Ravet, Pimpri-Chinchwad, Dehu Road, Maharashtra 412101",412101,3BHK,1017.0,13900000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Police Station,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdyubxb0086vc90glhoi1tr,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627516-8162911bdda309f0.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627516-8e8d34b349402165.jpg
The silver altair ,UNDER_CONSTRUCTION,,"The Silver altair Project Sr.No. 8/1,12/5 Near MNGL CNG Station , Aundh Ravet BRTS RD, Ravet",412101,2BHK,880.0,8409000,1,4.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,MNGL CNG Station,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdzm7gn009evc907tntxrwq,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935800-7ec66eb73cfad6b5.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935799-56e60e5d51f758f8.jpg
The silver altair ,UNDER_CONSTRUCTION,,"The Silver altair Project Sr.No. 8/1,12/5 Near MNGL CNG Station , Aundh Ravet BRTS RD, Ravet",412101,2BHK,921.0,8885000,2,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,MNGL CNG Station,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdzm7gn009evc907tntxrwq,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-4a6e51cf542453de.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-62f8a4e2e69af1fb.jpg
The silver altair ,UNDER_CONSTRUCTION,,"The Silver altair Project Sr.No. 8/1,12/5 Near MNGL CNG Station , Aundh Ravet BRTS RD, Ravet",412101,3BHK,1048.0,11000000,3,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,MNGL CNG Station,cmf6nu3ru000gvcxspxarll3v,cmf6qgr4u004fvcxswao9nc4r,cmfdzm7gn009evc907tntxrwq,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935802-e9fd330d696b020e.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-e3046c3165cb6a9a.jpg
testing,READY_TO_MOVE,,asdfgh,123456,5BHK,9.79,10088000,8,8.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,sdfgb,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174623697-27c4f71a991e078c.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174783708-6bab276d8a2b3207.jpg
testing,READY_TO_MOVE,,asdfgh,123456,2BHK,9.0,980000000,99,987.0,Sell,SEMI_FURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,sdfgb,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174963765-07ee6ee92139cc03.jpeg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174963753-1d59b6ee8bc63eff.jpg
testing,READY_TO_MOVE,,asdfgh,123456,2BHK,3.0,120000000,10,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,sdfgb,cmf6nu3ru000gvcxspxarll3v,cmf6pk0cn0033vcxshxbf5hdh,cmfdn705v001pvc90uyle9m34,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758175122464-0dead4f474b5ccbc.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758175122464-bb8651e2ee2d0642.png
TESTING,READY_TO_MOVE,,ADDRESS,123456,4BHK,12.0,20000000,1,2.0,Sell,SEMI_FURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,LANDMARK,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157413-fd5b7567dbd1a680.png""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157387-61f41f3b1aba317d.jpg
TESTING,READY_TO_MOVE,,ADDRESS,123456,4.5BHK,122.0,10000000,1,2.0,Sell,UNFURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,LANDMARK,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157414-15c5ef82cad99022.jpg""]",
testing igi,READY_TO_MOVE,,awsedrftgyhujk,123456,House_Villa,8.0,80000000,5,4.0,Sell,SEMI_FURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,sedrftgyhuj,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-b93d0b2a52058cc7.webp""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532938-1eb357675429379e.jpg
testing igi,READY_TO_MOVE,,awsedrftgyhujk,123456,3BHK,69.0,960000000,99,88.0,Sell,UNFURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,sedrftgyhuj,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-e10a4f6be6b3cc76.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-ac73972e2cdcdbfb.jpg
some project testing,UNDER_CONSTRUCTION,2025-09-24 00:00:00,address,828123,4BHK,2.0,30000000,10,12.0,Sell,UNFURNISHED,COMPLEX,RESIDENTIAL,RESIDENTIAL,landmark,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243242-5810bb1b43a5db87.webp""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243241-c0143b04ebeb03b2.jpg
QUEENS PARK,UNDER_CONSTRUCTION,2025-12-31 00:00:00,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",400071,1BHK,413.23,10900000,1,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Jain mandir ,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551546-edea4e482b14fe41.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551545-37ea5c3b2ad1281f.jpeg
QUEENS PARK,UNDER_CONSTRUCTION,2025-12-31 00:00:00,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",400071,2BHK,705.14,18700000,2,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Jain mandir ,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551548-68b2c475624ac9aa.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551547-58f19a494160e237.jpeg
QUEENS PARK,UNDER_CONSTRUCTION,2025-12-31 00:00:00,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",400071,2BHK,646.91,17200000,2,2.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Jain mandir ,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551550-8dd99bd7e0de26db.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551549-35d879317c8edbda.jpeg
QUEENS PARK,UNDER_CONSTRUCTION,2025-12-31 00:00:00,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",400071,3BHK,901.26,23900000,3,3.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Jain mandir ,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-635af274c30c9045.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-788c3a56eab050d8.jpeg
testring999,UNDER_CONSTRUCTION,2025-09-25 00:00:00,sdfghj,123456,3BHK,7.0,80000000,9,9.0,Sell,UNFURNISHED,COMPLEX,RESIDENTIAL,RESIDENTIAL,esrdfghbj,cmf6nu3ru000gvcxspxarll3v,cmf6pksk30035vcxs7r2mo3iq,cmfdkuymm0001vc90iiyzkr8d,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-b28e6ee1732f2e2b.webp""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-31db7b2bcb6394ec.webp
Queens Glory,UNDER_CONSTRUCTION,2027-12-31 00:00:00,"Building No 10, Subhash Nagar Redevelopment Cluster, Subhash Nagar, Chembur, Mumbai, Maharashtra 400071",400076,1RK ,331.85,7944000,1,1.0,Sell,UNFURNISHED,STANDALONE,RESIDENTIAL,RESIDENTIAL,Shri siddhivinayak ganesh temple,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537116-09ebbf05ef9abbaa.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537111-51daa54aa4442c6d.jpg
Queens Avenue,UNDER_CONSTRUCTION,2027-12-31 00:00:00,"Subhash Nagar, Chembur, Mumbai Harbour, Mumbai",400076,1BHK,396.97,10700000,1,1.0,Sell,UNFURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,Shri siddhivinayak ganesh temple,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-7c164d7b1cc645f7.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944558-7c8147da421f3025.jpg
Queens Avenue,UNDER_CONSTRUCTION,2027-12-31 00:00:00,"Subhash Nagar, Chembur, Mumbai Harbour, Mumbai",400076,2BHK,568.98,15300000,2,4.0,Sell,UNFURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,Shri siddhivinayak ganesh temple,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944561-7778f9768558b3c0.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-a72d3b85432ed5df.jpg
Queens Avenue,UNDER_CONSTRUCTION,2027-12-31 00:00:00,"Subhash Nagar, Chembur, Mumbai Harbour, Mumbai",400076,2BHK,619.89,16700000,2,2.0,Sell,UNFURNISHED,TOWNSHIP,RESIDENTIAL,RESIDENTIAL,Shri siddhivinayak ganesh temple,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmfxo3xxc0007qq13foyboh8s,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944562-e50632ef4ec31e1b.jpg""]",https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944562-d6e4bab26b0d4fef.jpg
